Epochs,Activation function,Hidden nodes,Optimizer,Initializer,Regularizer,In-sample RMSE,Out-of-sample RMSE,Out-of-sample Accuracy
300,relu,11,SGD_with_cosine,Xavier,0.001,0.3489663898944855,11009.065694571604,0.010526315789473684
200,sigmoid,11,Adam_with_cosine,Xavier,0,0.536193311214447,11105.711192167784,0.021052631578947368
200,tanh,5,Adam_with_cosine,small_random,0.001,0.4573884904384613,11146.082528377972,0.09473684210526316
300,relu,11,Adam_with_cosine,Xavier,0.0001,0.45739156007766724,11147.339448183973,0.10526315789473684
300,tanh,5,Momentum_with_cosine,small_random,0,0.31080853939056396,11150.138032068915,0.021052631578947368
200,sigmoid,8,Adam_with_cosine,small_random,0.001,0.4745429754257202,11253.263257546349,0.18947368421052632
300,tanh,11,Momentum_with_cosine,small_random,0,0.9612120985984802,11347.768526572372,0.14736842105263157
100,relu,5,Adam_with_cosine,small_random,0.001,0.6944960355758667,11373.024080634443,0.10526315789473684
200,relu,5,SGD_with_cosine,small_random,0,0.5729259848594666,11434.265411274266,0.010526315789473684
100,relu,5,SGD,small_random,0,0.1468362659215927,11440.808503237706,0.21052631578947367
100,tanh,11,Adam_with_cosine,small_random,0.001,0.54090416431427,11483.426594021468,0.11578947368421053
200,relu,8,SGD_with_cosine,Xavier,0,0.6390309929847717,11624.179100963558,0.010526315789473684
300,tanh,11,SGD_with_cosine,Xavier,0.0001,0.8556948900222778,11648.053191354049,0.08421052631578947
300,relu,8,Momentum,small_random,0.0001,0.06475778669118881,11731.915514108512,0.21052631578947367
300,tanh,5,SGD_with_cosine,Xavier,0.0001,0.1957978755235672,11746.716823027087,0.12631578947368421
100,sigmoid,5,SGD_with_cosine,small_random,0.0001,0.5263646841049194,11870.42726968896,0.05263157894736842
300,tanh,11,SGD_with_cosine,small_random,0,0.6161249876022339,11886.593165913227,0.09473684210526316
300,sigmoid,8,SGD_with_cosine,Xavier,0.001,0.6005478501319885,11908.545140034728,0.06315789473684211
300,relu,11,Momentum,small_random,0,0.06991066038608551,11916.446378252993,0.08421052631578947
200,tanh,11,Momentum_with_cosine,Xavier,0,0.3721170425415039,11979.29965352399,0.0
100,tanh,5,SGD_with_cosine,Xavier,0.001,0.6352601647377014,11991.236706534599,0.10526315789473684
100,tanh,8,Momentum_with_cosine,Xavier,0.001,0.38886308670043945,12025.886894467565,0.010526315789473684
100,sigmoid,8,Adam_with_cosine,small_random,0.0001,0.6579757928848267,12042.244892325598,0.05263157894736842
100,relu,11,SGD,small_random,0.0001,0.09109147638082504,12069.518189902996,0.5263157894736842
200,tanh,8,SGD,small_random,0.001,0.10839640349149704,12123.62899449617,0.23157894736842105
100,relu,11,Adam,small_random,0,0.11102233827114105,12235.567466619215,0.22105263157894736
100,relu,8,Momentum_with_cosine,Xavier,0.001,0.6087145805358887,12252.859753343797,0.0
100,tanh,11,Adam,small_random,0,0.07672213762998581,12386.170425548646,0.18947368421052632
200,relu,5,SGD_with_cosine,Xavier,0.0001,0.6054953336715698,12405.864857791874,0.06315789473684211
300,sigmoid,11,Adam_with_cosine,Xavier,0.001,0.5351898670196533,12417.013760418635,0.021052631578947368
100,relu,8,Momentum_with_cosine,Xavier,0.0001,0.5836017727851868,12479.034743692622,0.031578947368421054
300,tanh,8,Adam_with_cosine,Xavier,0.0001,0.33951660990715027,12657.335448383312,0.05263157894736842
100,tanh,11,Momentum_with_cosine,Xavier,0.001,0.2964676320552826,12687.333653420752,0.12631578947368421
200,relu,11,SGD_with_cosine,Xavier,0.0001,0.24667374789714813,12700.400999699224,0.05263157894736842
200,sigmoid,11,Momentum_with_cosine,small_random,0.001,0.4800029397010803,12758.24413991291,0.2
100,sigmoid,8,Momentum_with_cosine,small_random,0.001,0.5161292552947998,12769.406560540117,0.0
300,relu,11,Adam_with_cosine,Xavier,0.001,0.600721001625061,12796.601997563725,0.0
200,tanh,8,Adam_with_cosine,small_random,0.001,0.7242943644523621,12941.06585069118,0.15789473684210525
100,tanh,8,SGD_with_cosine,small_random,0,0.7391327619552612,12977.495740965922,0.17894736842105263
200,sigmoid,11,SGD_with_cosine,small_random,0,0.5793507695198059,13083.970915881191,0.05263157894736842
200,relu,11,Adam_with_cosine,Xavier,0.0001,0.36065948009490967,13139.419801843622,0.0
100,relu,11,SGD_with_cosine,small_random,0.0001,1.1481189727783203,13178.508967546051,0.11578947368421053
100,sigmoid,5,SGD_with_cosine,Xavier,0.001,0.7202799916267395,13200.947318685317,0.0
300,tanh,8,Adam,small_random,0.0001,0.06301044672727585,13219.355943341989,0.17894736842105263
300,relu,11,Adam_with_cosine,small_random,0.001,0.49421364068984985,13226.111608095876,0.2631578947368421
300,relu,8,Adam_with_cosine,small_random,0,0.8105278015136719,13226.172226877463,0.16842105263157894
300,relu,11,SGD_with_cosine,small_random,0.0001,0.4527829587459564,13285.74787795006,0.1368421052631579
300,relu,8,Momentum_with_cosine,small_random,0,0.6047325730323792,13304.529198810433,0.23157894736842105
100,sigmoid,5,Momentum_with_cosine,small_random,0.001,0.6259390711784363,13370.31818845192,0.0
200,tanh,8,Adam_with_cosine,Xavier,0,0.5280305743217468,13374.179721791103,0.031578947368421054
100,relu,11,Adam,small_random,0.0001,0.1158602237701416,13494.399614269265,0.18947368421052632
100,sigmoid,8,Adam_with_cosine,small_random,0,0.4026016891002655,13536.52153721424,0.12631578947368421
200,sigmoid,11,Momentum_with_cosine,small_random,0,0.527402400970459,13624.31456650651,0.07368421052631578
100,tanh,5,SGD,small_random,0,0.16887831687927246,13662.540208074517,0.28421052631578947
200,sigmoid,5,SGD_with_cosine,Xavier,0,0.7160901427268982,13673.726423136543,0.0
300,sigmoid,8,SGD_with_cosine,Xavier,0,0.5123993754386902,13912.840452618346,0.0
300,sigmoid,5,SGD_with_cosine,small_random,0.001,0.5312933325767517,13921.111729080223,0.0
200,tanh,8,Momentum_with_cosine,Xavier,0.001,1.0253623723983765,13925.272110798882,0.11578947368421053
100,relu,11,SGD_with_cosine,Xavier,0.001,0.596318244934082,13947.868967102884,0.0
100,tanh,5,Adam_with_cosine,small_random,0,0.5480761528015137,13948.484937698873,0.12631578947368421
300,sigmoid,11,SGD_with_cosine,Xavier,0.0001,0.5449280142784119,14028.817682373336,0.021052631578947368
200,relu,5,Momentum_with_cosine,Xavier,0.001,0.3562910258769989,14075.260918587677,0.29473684210526313
100,sigmoid,5,Adam_with_cosine,Xavier,0.0001,0.5088055729866028,14080.765759933078,0.021052631578947368
200,relu,5,Momentum_with_cosine,small_random,0.001,0.5720891952514648,14131.534646112364,0.0
300,sigmoid,11,SGD_with_cosine,Xavier,0,0.7449833750724792,14231.711801162093,0.0
200,tanh,8,Momentum_with_cosine,small_random,0.001,0.48480063676834106,14282.927008659897,0.11578947368421053
100,sigmoid,5,SGD_with_cosine,Xavier,0.0001,0.5015299916267395,14349.91619882144,0.0
100,relu,8,SGD_with_cosine,Xavier,0.0001,0.7647210955619812,14354.566678668307,0.0
300,relu,5,Momentum_with_cosine,Xavier,0.001,0.6089091897010803,14383.361582490657,0.0
300,relu,5,Momentum,small_random,0.0001,0.07728304713964462,14402.741935155671,0.16842105263157894
300,sigmoid,5,Momentum_with_cosine,Xavier,0.001,0.6696566343307495,14428.84542904827,0.0
300,sigmoid,8,Momentum_with_cosine,Xavier,0.0001,0.47651177644729614,14437.889203304234,0.031578947368421054
200,tanh,5,Momentum_with_cosine,small_random,0,0.6511847972869873,14550.341790276654,0.0
100,tanh,11,Momentum_with_cosine,small_random,0.001,0.9722973704338074,14578.536379644793,0.06315789473684211
200,relu,8,Momentum_with_cosine,Xavier,0.001,0.7788161039352417,14587.204969706067,0.11578947368421053
100,sigmoid,5,Adam_with_cosine,Xavier,0,0.5189602375030518,14631.680319706265,0.0
300,tanh,5,Adam_with_cosine,small_random,0,0.7293220162391663,14632.092884182965,0.18947368421052632
300,sigmoid,5,Adam_with_cosine,Xavier,0.0001,0.6019465327262878,14639.682098803216,0.021052631578947368
200,relu,8,Momentum_with_cosine,Xavier,0,0.5375648736953735,14704.764408319212,0.0
100,tanh,8,Momentum_with_cosine,small_random,0.0001,0.9578668475151062,14811.126046764595,0.22105263157894736
200,relu,5,Momentum_with_cosine,small_random,0.0001,0.5589671730995178,14813.430342147221,0.1368421052631579
300,tanh,5,SGD_with_cosine,Xavier,0,0.963183581829071,14816.013003823076,0.10526315789473684
200,relu,11,Adam_with_cosine,Xavier,0.001,0.6187723278999329,14886.558833724304,0.010526315789473684
200,relu,11,Adam_with_cosine,small_random,0.001,0.638693630695343,14909.072956370072,0.08421052631578947
100,relu,8,SGD_with_cosine,small_random,0.0001,1.6997936964035034,15027.021520035672,0.14736842105263157
300,relu,8,Adam_with_cosine,small_random,0.0001,0.7901767492294312,15190.766105741672,0.0
100,tanh,5,SGD_with_cosine,small_random,0,0.784088671207428,15217.232250798832,0.2736842105263158
300,sigmoid,8,Momentum_with_cosine,Xavier,0,0.5498437881469727,15303.590849585962,0.031578947368421054
100,tanh,5,Momentum_with_cosine,Xavier,0.001,0.3327392339706421,15354.449936034998,0.010526315789473684
200,tanh,5,Momentum_with_cosine,Xavier,0,0.8025252223014832,15354.735052560563,0.09473684210526316
100,relu,8,SGD_with_cosine,Xavier,0.001,0.6444495320320129,15435.317552342422,0.0
300,tanh,5,Adam_with_cosine,Xavier,0.001,0.3721940219402313,15491.02734562595,0.0
100,tanh,8,SGD_with_cosine,small_random,0.0001,0.657370388507843,15552.046995694034,0.14736842105263157
300,sigmoid,5,Adam_with_cosine,small_random,0.001,0.4130723178386688,15617.0704279439,0.010526315789473684
200,relu,11,Adam,small_random,0.0001,0.1147005632519722,15633.167646892573,0.1368421052631579
100,tanh,8,Momentum_with_cosine,small_random,0.001,0.7869787216186523,15681.761666372948,0.12631578947368421
200,sigmoid,8,SGD_with_cosine,small_random,0,1.150352954864502,15802.844123997711,0.07368421052631578
200,relu,11,SGD_with_cosine,small_random,0.001,0.30247247219085693,15935.029967154875,0.17894736842105263
100,relu,8,Adam_with_cosine,small_random,0.0001,0.5141837000846863,16040.483427324929,0.16842105263157894
100,relu,11,Momentum_with_cosine,Xavier,0.001,0.7375151515007019,16078.395227438563,0.021052631578947368
300,tanh,5,Adam_with_cosine,small_random,0.001,1.5096534490585327,16122.830593612833,0.010526315789473684
100,sigmoid,5,Momentum_with_cosine,small_random,0.0001,0.7482515573501587,16171.363915399566,0.0
100,tanh,5,Momentum,small_random,0.0001,0.13886170089244843,16305.120260537722,0.4421052631578947
200,relu,8,Adam_with_cosine,Xavier,0.0001,0.6146157383918762,16325.295790836635,0.0
200,relu,5,Adam_with_cosine,Xavier,0,0.6923180818557739,16373.527324419216,0.0
200,tanh,5,SGD_with_cosine,small_random,0.0001,0.5544520020484924,16390.922640118853,0.2
100,relu,11,SGD_with_cosine,Xavier,0.0001,0.42215612530708313,16489.42921562389,0.042105263157894736
100,tanh,8,Adam,small_random,0,0.08926072716712952,16543.950011512305,0.22105263157894736
300,relu,5,Adam_with_cosine,Xavier,0.001,0.6871713399887085,16577.9245456197,0.07368421052631578
100,relu,8,SGD_with_cosine,Xavier,0,0.8109822869300842,16695.36402832585,0.0
200,sigmoid,11,Momentum_with_cosine,small_random,0.0001,0.8663290143013,16803.12762090776,0.0
200,relu,11,Adam_with_cosine,Xavier,0,0.7396461963653564,17021.457642011163,0.0
300,tanh,11,Adam_with_cosine,small_random,0.0001,0.5925545692443848,17021.946692496385,0.042105263157894736
200,tanh,5,SGD_with_cosine,small_random,0,0.8245264291763306,17243.65347320358,0.0
200,sigmoid,8,Momentum_with_cosine,small_random,0,0.5466321706771851,17272.424920049947,0.0
100,relu,11,Adam,small_random,0.001,0.14760243892669678,17362.591403230144,0.07368421052631578
200,relu,5,SGD_with_cosine,Xavier,0.001,1.2528122663497925,17366.30357206625,0.09473684210526316
300,sigmoid,11,Adam_with_cosine,Xavier,0.0001,0.6951110363006592,17604.33049736153,0.042105263157894736
300,tanh,11,Momentum_with_cosine,Xavier,0.001,0.9383069276809692,17664.15586705845,0.07368421052631578
200,tanh,11,Momentum_with_cosine,small_random,0.0001,0.9462910890579224,17753.74542585242,0.10526315789473684
300,sigmoid,8,SGD_with_cosine,small_random,0.001,0.7186679244041443,17802.2465213567,0.0
200,relu,11,Adam,small_random,0.001,0.09188251942396164,17925.635765626117,0.07368421052631578
300,sigmoid,11,Momentum_with_cosine,Xavier,0,0.641528308391571,17968.68221727794,0.0
300,relu,8,Momentum_with_cosine,Xavier,0.001,0.7181961536407471,17987.962652825096,0.0
300,tanh,5,Momentum_with_cosine,Xavier,0.0001,0.4669097065925598,18043.78546355641,0.0
200,tanh,8,Momentum_with_cosine,small_random,0.0001,0.9026892185211182,18123.910796552747,0.2
300,sigmoid,5,Momentum_with_cosine,Xavier,0,0.7294614911079407,18300.78087424955,0.0
200,tanh,8,Adam_with_cosine,small_random,0,0.7094448804855347,18498.89474430593,0.05263157894736842
200,relu,5,Momentum_with_cosine,Xavier,0.0001,0.7243565320968628,18501.717050398594,0.0
100,relu,5,Adam_with_cosine,Xavier,0.001,0.6441414952278137,18556.36460124568,0.0
100,relu,8,Adam,small_random,0,0.2501189410686493,18619.535365697004,0.21052631578947367
300,sigmoid,11,Momentum_with_cosine,small_random,0.0001,0.9115297198295593,18626.49396628335,0.0
300,relu,11,Adam_with_cosine,small_random,0.0001,0.43950000405311584,18630.07884732958,0.010526315789473684
100,tanh,8,SGD_with_cosine,Xavier,0.0001,0.8658625483512878,18641.37419297651,0.0
100,relu,5,SGD_with_cosine,Xavier,0.001,1.016810655593872,18675.10979863195,0.08421052631578947
200,sigmoid,8,SGD_with_cosine,Xavier,0.0001,0.7999391555786133,18794.25203805428,0.0
300,tanh,8,SGD_with_cosine,Xavier,0,0.6572169065475464,18837.05282537423,0.0
200,sigmoid,5,Adam_with_cosine,Xavier,0.001,0.6682076454162598,18997.21660914447,0.0
200,tanh,5,Adam_with_cosine,small_random,0,0.8521795868873596,19004.553308909155,0.07368421052631578
300,tanh,8,Momentum_with_cosine,Xavier,0,0.7315556406974792,19117.406266767633,0.10526315789473684
100,sigmoid,5,Adam_with_cosine,Xavier,0.001,0.567659318447113,19148.110915507976,0.0
300,relu,11,Momentum_with_cosine,Xavier,0.001,0.9355465769767761,19179.876205299242,0.0
300,relu,5,SGD_with_cosine,Xavier,0.001,0.630785346031189,19187.66299939943,0.0
100,relu,5,Momentum_with_cosine,Xavier,0.0001,0.6019148230552673,19224.72212745389,0.0
100,relu,11,Momentum_with_cosine,small_random,0.001,0.6054052710533142,19278.93456212825,0.0
300,relu,8,SGD_with_cosine,Xavier,0,0.9769802689552307,19494.277285605047,0.0
100,sigmoid,8,Adam_with_cosine,Xavier,0.001,0.740566074848175,19547.051173360443,0.0
300,tanh,8,SGD_with_cosine,small_random,0.001,0.7679609656333923,19574.324942303665,0.05263157894736842
200,sigmoid,8,SGD_with_cosine,small_random,0.001,0.8214249610900879,19591.75279371602,0.0
100,sigmoid,5,Adam_with_cosine,small_random,0,0.5714742541313171,19610.12508701718,0.0
300,relu,11,Momentum_with_cosine,small_random,0.0001,1.1704676151275635,19690.900548868263,0.0
200,tanh,11,Adam_with_cosine,Xavier,0.001,1.3638592958450317,19711.88498243313,0.010526315789473684
100,sigmoid,11,SGD_with_cosine,Xavier,0,0.7127376198768616,19763.22422279948,0.0
200,tanh,8,Momentum_with_cosine,Xavier,0,0.5726757645606995,19811.880492941404,0.0
100,sigmoid,11,Momentum_with_cosine,Xavier,0,0.7013439536094666,19844.64038291693,0.0
100,relu,11,Momentum_with_cosine,small_random,0.0001,0.5861334204673767,19914.88854744204,0.021052631578947368
200,sigmoid,11,Momentum_with_cosine,Xavier,0.0001,0.8293546438217163,19969.08757184395,0.0
100,sigmoid,8,SGD_with_cosine,Xavier,0.001,0.7716243267059326,20196.302253158472,0.0
300,tanh,5,SGD_with_cosine,small_random,0,1.6232702732086182,20493.484007758656,0.06315789473684211
100,tanh,11,Momentum_with_cosine,Xavier,0,0.7724552154541016,20629.500433769714,0.0
300,tanh,11,SGD_with_cosine,Xavier,0.001,1.012084722518921,20708.655025601536,0.06315789473684211
200,tanh,11,Momentum_with_cosine,small_random,0,0.7402350902557373,20835.435903077414,0.010526315789473684
300,tanh,8,SGD_with_cosine,Xavier,0.001,0.8826050162315369,20838.097537212412,0.0
300,relu,8,Momentum_with_cosine,small_random,0.001,0.6584762930870056,20957.088998795316,0.07368421052631578
200,sigmoid,5,Adam_with_cosine,Xavier,0.0001,0.9242300391197205,20994.691117704657,0.0
300,tanh,5,Momentum_with_cosine,Xavier,0.001,0.6967381834983826,21012.965471424373,0.0
100,relu,11,Adam_with_cosine,Xavier,0.001,0.4367792010307312,21288.411687156877,0.0
300,relu,11,SGD_with_cosine,Xavier,0,1.010661244392395,21291.81607252211,0.0
300,relu,11,Momentum_with_cosine,Xavier,0.0001,0.7423131465911865,21348.812099096427,0.0
200,relu,8,Momentum_with_cosine,small_random,0,1.2930442094802856,21362.69622499528,0.10526315789473684
100,relu,5,Adam,small_random,0.001,0.24167963862419128,21363.55523856666,0.21052631578947367
200,relu,5,Adam_with_cosine,small_random,0.0001,0.7850790619850159,21698.755913652847,0.0
100,relu,8,Adam_with_cosine,Xavier,0.0001,0.8897788524627686,21807.94987150631,0.0
200,tanh,11,SGD_with_cosine,Xavier,0.001,0.331721693277359,21905.694642179842,0.0
300,tanh,8,Momentum_with_cosine,small_random,0.001,1.371722936630249,21924.643322220916,0.06315789473684211
300,tanh,5,Adam_with_cosine,Xavier,0,0.5704383850097656,22010.154046294614,0.0
200,tanh,8,Adam_with_cosine,Xavier,0.001,0.8071765899658203,22018.960455060478,0.0
200,sigmoid,8,Adam_with_cosine,small_random,0,1.0013325214385986,22337.254292007558,0.0
300,tanh,11,Adam_with_cosine,Xavier,0.001,0.9883316159248352,22462.108783522595,0.0
200,tanh,5,SGD_with_cosine,Xavier,0,0.7471904754638672,22670.887985787413,0.0
100,tanh,5,SGD,small_random,0.0001,0.11262961477041245,22725.559755870338,0.16842105263157894
100,tanh,5,Adam_with_cosine,Xavier,0,1.0272058248519897,22833.366618966265,0.0
200,sigmoid,11,Adam_with_cosine,Xavier,0.001,0.8776453137397766,22859.05725124749,0.0
100,relu,5,Adam,small_random,0.0001,0.21092793345451355,22908.85591982431,0.22105263157894736
100,tanh,8,Momentum_with_cosine,Xavier,0,0.9965697526931763,22942.941617061937,0.042105263157894736
100,tanh,8,Adam_with_cosine,Xavier,0,0.8286709189414978,22972.100137894347,0.0
300,tanh,5,Adam_with_cosine,small_random,0.0001,1.0976183414459229,23042.443458888007,0.021052631578947368
200,sigmoid,5,Momentum_with_cosine,Xavier,0.0001,0.9995542764663696,23150.245922338807,0.0
100,relu,8,Momentum_with_cosine,small_random,0.0001,0.4523022770881653,23174.302683881568,0.08421052631578947
200,tanh,11,Adam_with_cosine,small_random,0.0001,0.7380024194717407,23205.336393653262,0.0
200,sigmoid,5,Momentum_with_cosine,small_random,0.001,1.0232354402542114,23281.495580057628,0.0
100,sigmoid,11,Momentum_with_cosine,Xavier,0.0001,0.8813725113868713,23470.898438430228,0.0
200,tanh,8,SGD_with_cosine,Xavier,0.0001,1.1052377223968506,23941.248305100715,0.0
100,sigmoid,8,SGD_with_cosine,small_random,0.001,1.130804181098938,23985.302515753225,0.0
200,relu,11,Momentum_with_cosine,Xavier,0,1.052209734916687,24162.408097416654,0.0
100,sigmoid,8,SGD_with_cosine,small_random,0,1.1260416507720947,24235.327649201066,0.0
200,tanh,8,SGD_with_cosine,Xavier,0.001,0.9597882032394409,24292.04952754737,0.0
100,sigmoid,5,Momentum_with_cosine,Xavier,0,1.0978615283966064,24298.4392872644,0.0
200,tanh,5,SGD_with_cosine,Xavier,0.001,0.5580772757530212,24328.807471829485,0.0
200,sigmoid,8,Adam_with_cosine,Xavier,0.0001,1.087465524673462,24492.50126835951,0.0
100,tanh,11,SGD_with_cosine,small_random,0.001,0.6301186084747314,24494.012384433143,0.0
200,relu,5,SGD_with_cosine,small_random,0.001,1.1451120376586914,24559.235027485407,0.06315789473684211
200,tanh,11,SGD_with_cosine,small_random,0.001,1.0696614980697632,24684.589867330455,0.031578947368421054
100,tanh,11,Momentum_with_cosine,small_random,0.0001,1.3006020784378052,24725.040792052052,0.031578947368421054
200,relu,8,Adam_with_cosine,small_random,0,1.1301318407058716,24884.933520600287,0.021052631578947368
200,sigmoid,8,Adam_with_cosine,Xavier,0,0.99968421459198,24939.1256005521,0.0
200,tanh,5,Momentum_with_cosine,Xavier,0.001,0.7151747941970825,24946.88602143725,0.0
200,tanh,8,SGD_with_cosine,small_random,0,1.2226523160934448,25109.840384681138,0.08421052631578947
200,relu,8,Adam_with_cosine,Xavier,0,0.49964675307273865,25121.17403488037,0.0
300,sigmoid,8,Momentum_with_cosine,small_random,0.0001,0.9645655155181885,25144.646960705235,0.0
100,sigmoid,11,Adam_with_cosine,Xavier,0.0001,0.9531673192977905,25144.94321157707,0.0
300,relu,11,Adam_with_cosine,Xavier,0,0.7809754610061646,25198.014406674505,0.0
300,relu,5,SGD_with_cosine,small_random,0,1.4316127300262451,25260.058579172324,0.021052631578947368
200,sigmoid,8,SGD_with_cosine,small_random,0.0001,1.0445340871810913,25408.93530915654,0.0
100,sigmoid,11,Adam_with_cosine,small_random,0.001,0.8569503426551819,25555.960993892477,0.0
300,sigmoid,5,SGD_with_cosine,small_random,0.0001,0.9749637246131897,25716.387282944434,0.0
100,relu,11,SGD_with_cosine,small_random,0,1.6638227701187134,25761.19588047205,0.021052631578947368
300,relu,11,Momentum_with_cosine,small_random,0,1.3541191816329956,25885.665533725463,0.0
200,sigmoid,11,SGD_with_cosine,Xavier,0.001,1.0275506973266602,26291.809008029963,0.0
300,tanh,5,Momentum_with_cosine,small_random,0.001,1.1030547618865967,26394.88000096401,0.042105263157894736
200,tanh,11,SGD_with_cosine,small_random,0,0.7681487798690796,26545.514025715613,0.0
300,sigmoid,11,Adam_with_cosine,small_random,0.0001,0.9736132025718689,26613.144039357947,0.0
100,sigmoid,11,Momentum_with_cosine,small_random,0.0001,1.0055468082427979,26729.714679028766,0.0
300,tanh,11,SGD_with_cosine,small_random,0.001,0.7975573539733887,26787.27719251729,0.0
200,sigmoid,5,Adam_with_cosine,Xavier,0,1.0679309368133545,26838.133089459378,0.0
300,sigmoid,5,Adam_with_cosine,Xavier,0.001,1.1529285907745361,26906.5494954591,0.0
300,sigmoid,5,Momentum_with_cosine,small_random,0.001,0.9846374988555908,26929.731945006344,0.0
200,tanh,5,SGD_with_cosine,small_random,0.001,0.6871157288551331,26982.988438230797,0.042105263157894736
100,tanh,8,Momentum_with_cosine,Xavier,0.0001,0.8112762570381165,27089.903774877734,0.0
100,sigmoid,11,SGD_with_cosine,small_random,0,1.0818403959274292,27098.181457245428,0.0
300,relu,11,SGD_with_cosine,small_random,0,0.7753574848175049,27341.47458881055,0.0
300,tanh,5,SGD_with_cosine,small_random,0.0001,1.5288466215133667,27351.008494951053,0.010526315789473684
300,relu,5,Adam_with_cosine,small_random,0.0001,0.6805953979492188,27377.21477896281,0.0
100,sigmoid,8,Momentum_with_cosine,Xavier,0.0001,1.1517095565795898,27547.76092627126,0.0
300,sigmoid,5,Momentum_with_cosine,small_random,0.0001,1.0346113443374634,27567.529616832522,0.0
300,relu,11,Momentum_with_cosine,Xavier,0,0.9840459227561951,27641.12181490365,0.0
100,tanh,5,SGD_with_cosine,Xavier,0,0.916045606136322,27648.957298084562,0.0
100,tanh,5,Momentum_with_cosine,small_random,0.0001,1.2462197542190552,27840.414382735984,0.0
200,relu,8,Momentum_with_cosine,small_random,0.0001,0.9346447587013245,27893.770420369798,0.05263157894736842
300,tanh,11,Momentum_with_cosine,small_random,0.0001,0.5470394492149353,27977.80140233815,0.010526315789473684
300,relu,5,SGD_with_cosine,Xavier,0,1.2493394613265991,27978.569087469084,0.0
100,relu,5,SGD_with_cosine,Xavier,0,0.7841797471046448,28164.138629783276,0.0
100,relu,5,Adam_with_cosine,Xavier,0.0001,1.00831139087677,28242.123730116036,0.0
300,tanh,8,Adam_with_cosine,Xavier,0.001,0.7059226036071777,28278.638209567518,0.0
200,sigmoid,5,SGD_with_cosine,Xavier,0.001,1.1754448413848877,28346.764224512048,0.0
300,tanh,8,Adam_with_cosine,small_random,0.001,1.4139124155044556,28692.87217204248,0.0
100,sigmoid,5,Adam_with_cosine,small_random,0.001,0.909259021282196,28723.3728742338,0.0
300,sigmoid,5,SGD_with_cosine,Xavier,0.0001,1.305891513824463,28809.402418323007,0.0
300,tanh,5,Momentum_with_cosine,small_random,0.0001,1.2881196737289429,28913.863849770412,0.010526315789473684
300,sigmoid,11,Adam_with_cosine,small_random,0,1.4507359266281128,28987.17312865334,0.0
200,sigmoid,8,Adam_with_cosine,Xavier,0.001,1.1680734157562256,29235.348568053778,0.0
100,relu,8,Momentum_with_cosine,small_random,0,1.276760220527649,29337.70834510642,0.05263157894736842
200,tanh,11,Adam_with_cosine,small_random,0,0.6825166344642639,29483.206107140762,0.0
300,sigmoid,8,Adam_with_cosine,small_random,0.001,1.3111375570297241,29544.061265279495,0.0
100,tanh,8,SGD_with_cosine,Xavier,0.001,1.4070439338684082,29663.320549434746,0.0
200,sigmoid,5,Adam_with_cosine,small_random,0.001,1.285075068473816,29794.113381156978,0.0
100,sigmoid,11,Adam_with_cosine,Xavier,0,1.2941898107528687,29800.676707277602,0.0
100,relu,8,Adam_with_cosine,Xavier,0,1.462557315826416,29841.46706735936,0.0
100,relu,8,Adam_with_cosine,Xavier,0.001,1.0853828191757202,29995.173672825156,0.0
100,tanh,11,Momentum_with_cosine,small_random,0,1.0042680501937866,30197.31643256262,0.0
200,relu,11,SGD_with_cosine,Xavier,0,0.7701511383056641,30355.564261964606,0.0
300,sigmoid,11,Momentum_with_cosine,Xavier,0.001,1.1019337177276611,30649.486436167645,0.0
200,relu,11,Momentum_with_cosine,Xavier,0.0001,1.1536216735839844,30799.80932766,0.0
200,tanh,5,Momentum_with_cosine,Xavier,0.0001,0.9823592305183411,30883.14763393882,0.0
200,relu,8,Adam_with_cosine,small_random,0.0001,1.2900480031967163,30993.510329153505,0.031578947368421054
300,sigmoid,8,Adam_with_cosine,Xavier,0,1.2156074047088623,31003.627462157263,0.0
100,tanh,5,Adam_with_cosine,Xavier,0.0001,0.7960827350616455,31069.877079679747,0.0
300,relu,5,Momentum_with_cosine,small_random,0.001,1.2559343576431274,31151.112520526,0.0
200,relu,5,Adam_with_cosine,small_random,0.001,1.009238839149475,31541.163842902348,0.0
300,sigmoid,8,Momentum_with_cosine,small_random,0,1.3751871585845947,31554.776313813425,0.0
100,relu,11,Momentum_with_cosine,small_random,0,1.272335410118103,31810.404006569486,0.0
300,tanh,8,SGD_with_cosine,Xavier,0.0001,1.6016744375228882,31847.894803354306,0.0
300,sigmoid,8,Momentum_with_cosine,small_random,0.001,1.2670625448226929,31918.14992012622,0.0
200,relu,8,SGD_with_cosine,Xavier,0.001,1.3594326972961426,32066.592189161187,0.0
300,relu,8,SGD_with_cosine,Xavier,0.001,1.0442439317703247,32067.317571489457,0.0
300,sigmoid,11,SGD_with_cosine,small_random,0,1.2754648923873901,32107.685519933242,0.0
100,sigmoid,11,SGD_with_cosine,Xavier,0.001,1.2757407426834106,32230.17470262061,0.0
100,tanh,8,Adam_with_cosine,small_random,0,1.6217782497406006,32395.670418819693,0.0
300,tanh,8,SGD_with_cosine,small_random,0,1.1855087280273438,32443.1935521102,0.0
100,relu,5,Momentum_with_cosine,Xavier,0.001,1.2813427448272705,32605.184643075125,0.0
100,sigmoid,8,Momentum_with_cosine,Xavier,0.001,1.3137942552566528,32784.40837898653,0.0
200,sigmoid,11,Adam_with_cosine,small_random,0,1.4906290769577026,32891.25676333823,0.0
