Epochs,Activation function,Hidden nodes,Optimizer,Initializer,Regularizer,In-sample RMSE,Out-of-sample RMSE,Out-of-sample Accuracy
200,tanh,11,SGD,small_random,0,0.08713304251432419,4013.4388979313526,0.6105263157894737
100,sigmoid,5,Momentum_with_cosine,Xavier,0.001,0.08537252247333527,4017.8706064162147,0.5578947368421052
100,sigmoid,5,SGD,Xavier,0,0.08459717780351639,4022.5308948299144,0.6526315789473685
100,sigmoid,5,SGD,small_random,0.0001,0.09234175086021423,4027.5462499935006,0.6210526315789474
200,tanh,8,SGD,Xavier,0,0.05283697322010994,4032.342876610429,0.3473684210526316
100,relu,5,SGD_with_cosine,Xavier,0.0001,0.37798818945884705,4038.56292566683,0.6842105263157895
200,relu,8,Momentum,Xavier,0.001,0.04622489959001541,4046.7534821400973,0.5578947368421052
200,sigmoid,8,Adam,small_random,0,0.10155688226222992,4049.432481206148,0.4105263157894737
300,relu,5,Adam_with_cosine,Xavier,0.0001,0.3380597233772278,4052.5209376828066,0.45263157894736844
200,relu,5,Momentum,small_random,0,0.05705763027071953,4071.072600333256,0.5789473684210527
200,sigmoid,11,Momentum,small_random,0.0001,0.050809234380722046,4082.5620428967623,0.6105263157894737
200,relu,5,SGD,small_random,0,0.09265758097171783,4084.3107051407515,0.5368421052631579
100,relu,11,Momentum,small_random,0,0.08023077249526978,4087.6055104024163,0.5368421052631579
200,relu,5,SGD,Xavier,0.0001,0.08864861726760864,4088.8441480335,0.5157894736842106
200,relu,8,Adam,small_random,0.001,0.06879674643278122,4129.93094006374,0.5263157894736842
300,tanh,11,Adam,small_random,0.001,0.047382693737745285,4131.774908367044,0.631578947368421
100,sigmoid,8,SGD,small_random,0,0.11869829893112183,4145.1829953190145,0.30526315789473685
200,relu,11,Momentum_with_cosine,Xavier,0.001,0.4046006500720978,4158.477212509202,0.5894736842105263
100,tanh,5,Adam,Xavier,0.0001,0.06571891903877258,4160.524725374082,0.5789473684210527
200,relu,5,Adam,Xavier,0.0001,0.06903810799121857,4199.483159262358,0.5473684210526316
300,sigmoid,8,SGD,Xavier,0,0.0710626170039177,4200.851173544178,0.5368421052631579
300,sigmoid,5,Momentum,Xavier,0,0.05494052544236183,4222.426383568169,0.49473684210526314
200,relu,8,Momentum,Xavier,0.0001,0.04697444662451744,4237.75030631728,0.6
200,tanh,8,Adam,small_random,0,0.06728900223970413,4257.453421311193,0.5684210526315789
200,tanh,8,SGD,small_random,0,0.09444671124219894,4269.611769362626,0.5789473684210527
100,relu,8,Momentum,Xavier,0.0001,0.05030488222837448,4271.761835039693,0.6
300,relu,11,Momentum,Xavier,0,0.05171293392777443,4281.905928526898,0.5578947368421052
200,sigmoid,8,SGD,small_random,0.0001,0.09807246178388596,4292.807089548173,0.5894736842105263
300,sigmoid,5,SGD,Xavier,0.0001,0.07090865075588226,4300.042355313079,0.5789473684210527
300,tanh,5,SGD,Xavier,0.0001,0.05901983380317688,4303.572720201581,0.5368421052631579
100,tanh,8,Adam_with_cosine,Xavier,0.001,0.24935196340084076,4363.9236740224,0.3157894736842105
100,sigmoid,11,SGD,small_random,0,0.12033092975616455,4389.008689528959,0.43157894736842106
300,tanh,5,SGD,small_random,0.001,0.11832026392221451,4393.2407577798585,0.47368421052631576
300,tanh,11,Adam,small_random,0,0.04630279168486595,4400.417184094231,0.6
200,tanh,11,SGD,small_random,0.001,0.09135760366916656,4408.8010076928385,0.4421052631578947
200,sigmoid,8,SGD,Xavier,0.001,0.08457274734973907,4419.610849077319,0.4631578947368421
200,tanh,5,Adam,small_random,0.001,0.05274520814418793,4447.461480764282,0.43157894736842106
200,relu,11,Momentum,small_random,0,0.054480791091918945,4448.030193007499,0.7473684210526316
300,tanh,8,Momentum,small_random,0,0.0595780611038208,4458.23242343051,0.6631578947368421
100,sigmoid,8,SGD,Xavier,0.0001,0.10920389741659164,4469.502371896341,0.6
100,tanh,5,Momentum,Xavier,0.001,0.04994445666670799,4472.343597905998,0.5894736842105263
100,sigmoid,5,Momentum_with_cosine,Xavier,0.0001,0.1756489872932434,4497.667325992593,0.43157894736842106
100,tanh,11,Momentum_with_cosine,Xavier,0.0001,0.2700498402118683,4502.538360168748,0.49473684210526314
100,relu,11,SGD,Xavier,0,0.07390418648719788,4511.528980022892,0.5368421052631579
100,tanh,8,SGD,Xavier,0,0.0809672474861145,4539.14234282764,0.5052631578947369
200,sigmoid,5,SGD,small_random,0,0.11958974599838257,4543.336333118501,0.47368421052631576
300,relu,5,Momentum,small_random,0.001,0.049323562532663345,4558.3819819312685,0.5578947368421052
100,relu,5,Momentum,small_random,0.001,0.11176994442939758,4558.479912588615,0.3368421052631579
200,sigmoid,11,SGD,small_random,0.001,0.09725111722946167,4565.633051392049,0.37894736842105264
300,relu,8,SGD,small_random,0,0.07642917335033417,4569.866874711391,0.4842105263157895
100,relu,11,Adam_with_cosine,Xavier,0,0.3546045422554016,4574.092348008038,0.37894736842105264
300,sigmoid,11,Momentum,Xavier,0.0001,0.051458314061164856,4581.821544974912,0.6
200,tanh,11,Adam_with_cosine,Xavier,0.0001,0.2981133460998535,4585.709337007096,0.3894736842105263
100,tanh,5,Adam,Xavier,0,0.060022033751010895,4607.827132553968,0.5368421052631579
300,tanh,5,SGD,Xavier,0,0.07043798267841339,4618.407051157272,0.5684210526315789
100,relu,8,Adam,small_random,0.001,0.08475303649902344,4619.922410286318,0.5368421052631579
300,relu,11,Adam,small_random,0,0.0701984167098999,4631.744914570259,0.5684210526315789
300,tanh,8,Momentum,small_random,0.0001,0.0557682029902935,4635.479820981524,0.5684210526315789
200,tanh,11,SGD,small_random,0.0001,0.07434815913438797,4663.630358583731,0.49473684210526314
100,tanh,8,SGD,small_random,0.0001,0.14915332198143005,4688.048570663257,0.3894736842105263
200,relu,5,Momentum_with_cosine,Xavier,0,0.4155016243457794,4696.88434357439,0.5368421052631579
200,sigmoid,5,Adam,small_random,0,0.06302578002214432,4721.2181440462355,0.5263157894736842
200,relu,5,Adam,small_random,0.001,0.11639388650655746,4722.992689369881,0.5263157894736842
300,relu,11,SGD,small_random,0.001,0.11943315714597702,4731.906894852339,0.45263157894736844
300,tanh,5,Adam,small_random,0,0.06662063300609589,4736.075534441795,0.5263157894736842
100,tanh,5,SGD,Xavier,0.001,0.07170732319355011,4741.8187823674525,0.5368421052631579
200,sigmoid,8,Momentum_with_cosine,small_random,0.0001,0.3653973340988159,4760.037198202668,0.5157894736842106
200,sigmoid,8,Momentum_with_cosine,Xavier,0.0001,0.25370335578918457,4791.366518260632,0.4631578947368421
300,sigmoid,11,Adam,small_random,0,0.042297884821891785,4806.0367657803545,0.6631578947368421
100,tanh,5,Adam,small_random,0.001,0.08638828992843628,4809.3422712655665,0.49473684210526314
100,relu,11,SGD,Xavier,0.001,0.0766037255525589,4833.513109784877,0.5263157894736842
100,sigmoid,8,Adam,small_random,0,0.06071764975786209,4834.961454816254,0.6210526315789474
300,sigmoid,5,Adam,small_random,0,0.06258983165025711,4836.26927648106,0.5894736842105263
300,relu,8,SGD,Xavier,0,0.06885082274675369,4850.417230209244,0.4842105263157895
100,relu,8,SGD,Xavier,0.001,0.09290353953838348,4868.662598844838,0.5263157894736842
100,sigmoid,11,SGD,small_random,0.0001,0.11175507307052612,4918.541795937765,0.5052631578947369
100,sigmoid,5,Momentum,small_random,0.0001,0.09677994251251221,4926.568808924017,0.5368421052631579
200,tanh,5,Adam_with_cosine,Xavier,0.001,0.3112298548221588,4927.548850836823,0.35789473684210527
200,tanh,5,Momentum,small_random,0.0001,0.09773014485836029,4953.456264644323,0.3368421052631579
300,tanh,5,SGD,small_random,0,0.09849033504724503,4955.586837046657,0.4842105263157895
100,sigmoid,5,Adam,Xavier,0.001,0.06563104689121246,4977.82844252986,0.5578947368421052
100,tanh,8,Adam,Xavier,0.0001,0.04927150160074234,5025.227850121074,0.29473684210526313
100,tanh,11,Adam,small_random,0.0001,0.14165101945400238,5029.068054939794,0.42105263157894735
100,relu,11,SGD_with_cosine,Xavier,0,0.5418076515197754,5051.3147306934725,0.30526315789473685
100,relu,5,Momentum,Xavier,0.001,0.06384115666151047,5053.116224383777,0.5684210526315789
100,tanh,11,SGD,Xavier,0.0001,0.08419620245695114,5060.796777310201,0.4842105263157895
100,relu,8,SGD,Xavier,0.0001,0.07108676433563232,5083.168071190925,0.5578947368421052
100,sigmoid,8,Adam,small_random,0.001,0.08201748877763748,5084.365773189319,0.5263157894736842
100,relu,5,Adam,Xavier,0,0.08543393015861511,5091.760816745986,0.5473684210526316
200,relu,11,Adam,small_random,0,0.06903572380542755,5104.602901443328,0.5157894736842106
100,tanh,8,Adam,small_random,0.001,0.09139818698167801,5124.504700559504,0.3894736842105263
200,tanh,8,Momentum,small_random,0.001,0.05343816801905632,5140.0501764871415,0.4421052631578947
200,tanh,11,Adam,small_random,0.001,0.0464240238070488,5149.9625601201715,0.3263157894736842
100,sigmoid,11,Momentum_with_cosine,Xavier,0.001,0.33051905035972595,5217.896765524624,0.5263157894736842
300,tanh,5,Momentum,small_random,0,0.06685882806777954,5262.225357521569,0.49473684210526314
100,tanh,5,Momentum,Xavier,0,0.06505807489156723,5289.886928097976,0.29473684210526313
300,tanh,8,SGD,small_random,0.001,0.09180860966444016,5309.411860772404,0.4631578947368421
200,relu,5,Momentum,Xavier,0.0001,0.04936292767524719,5331.265596185649,0.5473684210526316
300,relu,8,Adam,small_random,0,0.06354060769081116,5336.888645202936,0.4421052631578947
300,sigmoid,5,Momentum_with_cosine,Xavier,0.0001,0.2759266793727875,5369.505207479749,0.2631578947368421
200,sigmoid,11,SGD,Xavier,0,0.0911053791642189,5372.916534473588,0.47368421052631576
200,relu,5,SGD,Xavier,0,0.07269645482301712,5383.834701198408,0.30526315789473685
100,sigmoid,5,Momentum,small_random,0,0.10445408523082733,5385.377959775014,0.45263157894736844
300,relu,11,SGD,small_random,0.0001,0.09701339155435562,5404.45310073136,0.5578947368421052
100,relu,11,SGD,small_random,0.001,0.08592743426561356,5414.475698382524,0.5263157894736842
300,tanh,5,SGD_with_cosine,Xavier,0.001,0.3989787995815277,5414.833444308938,0.24210526315789474
100,tanh,8,Adam,Xavier,0,0.08420267701148987,5428.52963434908,0.5684210526315789
100,relu,11,SGD,Xavier,0.0001,0.0825127363204956,5477.419789149393,0.24210526315789474
200,tanh,8,SGD,Xavier,0.0001,0.07242848724126816,5486.760858563857,0.5052631578947369
100,tanh,11,Momentum,small_random,0,0.057102881371974945,5521.828517614711,0.35789473684210527
100,sigmoid,8,SGD_with_cosine,Xavier,0,0.2998305559158325,5564.6376747621125,0.14736842105263157
200,relu,11,SGD,Xavier,0.001,0.06915368139743805,5570.627056375974,0.3368421052631579
100,sigmoid,8,SGD,small_random,0.0001,0.13310688734054565,5572.188271864453,0.25263157894736843
300,relu,5,SGD,small_random,0.0001,0.08554254472255707,5574.121916970808,0.5052631578947369
300,tanh,11,Adam,small_random,0.0001,0.04632585123181343,5596.301256209705,0.43157894736842106
200,tanh,11,Momentum,small_random,0.0001,0.06561952084302902,5627.348114682256,0.43157894736842106
100,tanh,5,SGD_with_cosine,small_random,0.001,0.15587183833122253,5654.4481254140865,0.30526315789473685
100,tanh,11,SGD,small_random,0.0001,0.08683750033378601,5658.321797806846,0.22105263157894736
200,sigmoid,11,SGD_with_cosine,Xavier,0.0001,0.29719629883766174,5664.916468827127,0.23157894736842105
300,sigmoid,5,SGD,Xavier,0,0.11039203405380249,5696.9263293890135,0.21052631578947367
200,relu,8,Adam,small_random,0,0.06239248439669609,5703.337669403874,0.4631578947368421
300,tanh,5,SGD,Xavier,0.001,0.07790838181972504,5714.3337677396,0.5052631578947369
100,relu,5,Adam,small_random,0,0.24887394905090332,5719.605030433956,0.4421052631578947
200,sigmoid,8,SGD,small_random,0.001,0.12396333366632462,5740.19167806003,0.5473684210526316
200,relu,11,Adam,Xavier,0.0001,0.04339522868394852,5750.343513772363,0.6
100,sigmoid,8,Momentum,small_random,0,0.07228153944015503,5782.6914448630805,0.5263157894736842
300,tanh,8,Adam,small_random,0,0.052776578813791275,5783.985268670456,0.6105263157894737
200,sigmoid,8,Momentum_with_cosine,Xavier,0,0.28918594121932983,5809.2035169106575,0.4105263157894737
100,tanh,8,SGD,Xavier,0.001,0.07403536140918732,5832.651389646875,0.5368421052631579
300,sigmoid,8,SGD_with_cosine,small_random,0.0001,0.32378655672073364,5844.93972376452,0.30526315789473685
300,relu,8,Adam,small_random,0.0001,0.05477526783943176,5855.571728948588,0.5052631578947369
100,tanh,11,Momentum,small_random,0.0001,0.0743042528629303,5892.088054572698,0.4421052631578947
100,relu,11,SGD,small_random,0,0.06682366132736206,5931.658374276516,0.5263157894736842
300,tanh,5,SGD,small_random,0.0001,0.10959932953119278,5933.563427723151,0.2736842105263158
200,tanh,5,SGD,Xavier,0,0.06072499603033066,5991.9718039772315,0.3368421052631579
200,sigmoid,5,Adam_with_cosine,small_random,0,0.5002132654190063,6041.936859293604,0.5157894736842106
100,sigmoid,8,SGD,Xavier,0.001,0.09724026173353195,6057.534934199066,0.5157894736842106
200,sigmoid,11,Momentum,small_random,0.001,0.06789158284664154,6059.539472503771,0.47368421052631576
100,sigmoid,8,SGD,small_random,0.001,0.10478898137807846,6066.71218937152,0.21052631578947367
200,tanh,11,Adam_with_cosine,Xavier,0,0.41097381711006165,6123.568866355228,0.4631578947368421
200,sigmoid,5,SGD,small_random,0.001,0.10081946849822998,6136.988582577076,0.3157894736842105
100,sigmoid,8,SGD,Xavier,0,0.13427846133708954,6185.774874433756,0.3894736842105263
200,relu,11,SGD,Xavier,0.0001,0.05996231362223625,6192.682385392076,0.4842105263157895
300,relu,8,Adam_with_cosine,Xavier,0.001,0.31726473569869995,6205.925749724763,0.35789473684210527
200,tanh,8,SGD,small_random,0.0001,0.08998694270849228,6221.504354676698,0.4842105263157895
100,sigmoid,5,Adam_with_cosine,small_random,0.0001,0.3710169196128845,6222.308578891121,0.4
300,tanh,8,Momentum_with_cosine,small_random,0,0.3637758195400238,6240.009382096412,0.3368421052631579
100,tanh,5,SGD,Xavier,0.0001,0.08886504173278809,6245.792788636737,0.2736842105263158
200,relu,5,SGD,Xavier,0.001,0.06401579827070236,6248.136057955942,0.5684210526315789
100,sigmoid,5,Momentum,small_random,0.001,0.0704396441578865,6252.518419421868,0.22105263157894736
100,tanh,5,Momentum_with_cosine,Xavier,0.0001,0.4680946469306946,6253.46801360418,0.3157894736842105
200,relu,8,SGD,Xavier,0.001,0.07113539427518845,6286.818324063213,0.3473684210526316
100,tanh,5,SGD,Xavier,0,0.07422923296689987,6292.132066015959,0.5263157894736842
200,relu,11,SGD,small_random,0,0.12054532021284103,6318.534712614202,0.42105263157894735
200,sigmoid,11,Momentum,small_random,0,0.06550633162260056,6323.538147576755,0.5473684210526316
100,tanh,11,Adam_with_cosine,Xavier,0.0001,0.5494134426116943,6326.687893892405,0.49473684210526314
100,sigmoid,11,Adam_with_cosine,small_random,0.0001,0.48636847734451294,6335.979268404858,0.12631578947368421
200,relu,8,Momentum,small_random,0,0.06649289280176163,6351.087018519409,0.45263157894736844
100,tanh,11,Adam,small_random,0.001,0.06959895044565201,6368.774995437522,0.2631578947368421
100,relu,5,SGD,small_random,0.0001,0.11058273911476135,6372.727180231461,0.29473684210526313
200,sigmoid,5,Adam_with_cosine,small_random,0.0001,0.48936769366264343,6386.298085682829,0.4105263157894737
100,tanh,8,Adam,small_random,0.0001,0.09201906621456146,6388.68051746372,0.2736842105263158
200,sigmoid,11,SGD,small_random,0.0001,0.08804763108491898,6394.942853471685,0.4
100,tanh,11,Adam,Xavier,0.0001,0.06760221719741821,6401.940546510433,0.43157894736842106
200,sigmoid,11,SGD_with_cosine,small_random,0.001,0.2723003029823303,6406.820802560667,0.12631578947368421
100,relu,11,Adam,Xavier,0.001,0.053649451583623886,6427.883963076768,0.5473684210526316
200,relu,11,SGD,small_random,0.0001,0.08387091755867004,6448.797539702484,0.24210526315789474
200,tanh,11,Momentum,small_random,0,0.059569086879491806,6456.372368072913,0.2
100,sigmoid,11,Adam_with_cosine,small_random,0,0.4129510819911957,6463.296718097979,0.3684210526315789
100,relu,8,Adam,small_random,0.0001,0.08903173357248306,6491.835671987867,0.5263157894736842
200,relu,8,SGD,Xavier,0.0001,0.06762681156396866,6498.010545368856,0.6105263157894737
100,relu,8,SGD,Xavier,0,0.08622938394546509,6508.922364418971,0.43157894736842106
100,sigmoid,11,SGD,small_random,0.001,0.08935347199440002,6557.202977570232,0.18947368421052632
200,relu,8,Momentum,small_random,0.0001,0.05694999173283577,6573.2541419271365,0.5263157894736842
100,sigmoid,5,SGD,small_random,0.001,0.11332359164953232,6595.178051746011,0.2631578947368421
200,sigmoid,8,SGD_with_cosine,Xavier,0,0.2861746549606323,6611.346240852761,0.25263157894736843
100,sigmoid,8,SGD_with_cosine,small_random,0.0001,0.40639352798461914,6612.936132088975,0.23157894736842105
300,relu,5,Adam,small_random,0,0.06684385240077972,6617.251797641326,0.29473684210526313
300,tanh,8,SGD,small_random,0.0001,0.08332481235265732,6685.12410285542,0.43157894736842106
100,tanh,5,SGD,small_random,0.001,0.08711505681276321,6695.929125258007,0.35789473684210527
100,tanh,8,SGD,small_random,0,0.09706555306911469,6739.655724797671,0.2631578947368421
300,sigmoid,8,Momentum,small_random,0,0.07107587903738022,6757.294201155604,0.45263157894736844
300,relu,5,SGD,small_random,0.001,0.09280189871788025,6760.545232920932,0.3263157894736842
100,relu,5,Momentum,small_random,0.0001,0.07397256791591644,6819.44459411193,0.3368421052631579
100,sigmoid,5,SGD_with_cosine,Xavier,0,0.3116682171821594,6879.371571746264,0.28421052631578947
100,sigmoid,11,Momentum,small_random,0.001,0.06470809131860733,6881.070951047012,0.25263157894736843
100,tanh,11,SGD,small_random,0,0.14254486560821533,6888.988729445602,0.4
300,sigmoid,5,SGD,small_random,0,0.09478511661291122,6910.064683236214,0.5473684210526316
200,sigmoid,8,Momentum,small_random,0.0001,0.0595790334045887,6925.482069814538,0.49473684210526314
300,relu,5,Adam,small_random,0.001,0.05866074934601784,6955.857338012563,0.22105263157894736
100,relu,5,SGD,small_random,0.001,0.15901222825050354,7052.697199095531,0.5684210526315789
200,tanh,5,Momentum,small_random,0,0.06699301302433014,7070.323259152071,0.2
100,relu,11,Momentum,small_random,0.0001,0.06132076308131218,7072.433266372978,0.3263157894736842
100,relu,8,Momentum,Xavier,0.001,0.058826372027397156,7080.340534756949,0.5473684210526316
100,tanh,8,Momentum,small_random,0.001,0.07517854124307632,7082.869095107536,0.24210526315789474
200,sigmoid,11,Momentum_with_cosine,Xavier,0,0.24077053368091583,7105.069840604067,0.4421052631578947
200,sigmoid,5,Momentum_with_cosine,Xavier,0,0.33116835355758667,7138.77179686915,0.11578947368421053
100,tanh,8,SGD_with_cosine,small_random,0.001,0.5462327599525452,7164.891546248083,0.15789473684210525
300,relu,8,SGD,Xavier,0.001,0.05986198037862778,7192.733719741601,0.2736842105263158
100,relu,5,SGD_with_cosine,small_random,0.001,0.305965781211853,7214.683766624486,0.18947368421052632
300,tanh,11,Momentum_with_cosine,Xavier,0,0.4286724030971527,7222.193308597802,0.29473684210526313
300,sigmoid,8,Adam_with_cosine,small_random,0,0.5389013886451721,7247.0567392944395,0.3263157894736842
200,tanh,11,SGD_with_cosine,Xavier,0.0001,0.38988637924194336,7261.34216433337,0.2736842105263158
300,relu,5,Momentum,small_random,0,0.07582765072584152,7329.693379861522,0.3368421052631579
200,relu,11,Momentum,small_random,0.0001,0.0706513524055481,7342.069610264619,0.3894736842105263
200,relu,8,Momentum_with_cosine,Xavier,0.0001,0.3476710915565491,7381.7132661498335,0.45263157894736844
300,sigmoid,11,SGD_with_cosine,small_random,0.0001,0.4640084207057953,7412.301794275087,0.4421052631578947
300,tanh,11,Momentum,small_random,0,0.062434032559394836,7416.464320405443,0.37894736842105264
100,tanh,5,Momentum,small_random,0.001,0.09223218262195587,7424.208114854005,0.6105263157894737
100,tanh,8,Momentum,small_random,0,0.06804237514734268,7430.321936456018,0.5052631578947369
200,tanh,5,Adam,small_random,0,0.05711677670478821,7479.128345219871,0.45263157894736844
100,sigmoid,5,SGD,small_random,0,0.1503686010837555,7493.316220557103,0.3157894736842105
100,relu,5,Adam_with_cosine,Xavier,0,0.35865023732185364,7523.035125712096,0.05263157894736842
100,sigmoid,11,Momentum_with_cosine,small_random,0.001,0.4557226002216339,7541.584338733504,0.3263157894736842
200,relu,5,Adam_with_cosine,Xavier,0.0001,0.43679752945899963,7574.010763749148,0.43157894736842106
200,tanh,11,SGD_with_cosine,Xavier,0,0.551119863986969,7596.292924205459,0.16842105263157894
300,tanh,11,SGD_with_cosine,Xavier,0,0.17119883000850677,7639.771390602133,0.09473684210526316
200,sigmoid,8,SGD,Xavier,0,0.07861551642417908,7647.5818346926535,0.30526315789473685
300,tanh,11,Adam_with_cosine,Xavier,0,0.24899819493293762,7684.897353544219,0.37894736842105264
100,sigmoid,8,Momentum,small_random,0.0001,0.07224759459495544,7704.379693446644,0.6
100,relu,11,Adam_with_cosine,Xavier,0.0001,0.3404877483844757,7731.40400398357,0.30526315789473685
200,relu,8,Adam,small_random,0.0001,0.10727979987859726,7757.534656804787,0.2
100,sigmoid,11,Adam,small_random,0.0001,0.07039069384336472,7776.23674662975,0.29473684210526313
100,sigmoid,8,Momentum_with_cosine,Xavier,0,0.5232268571853638,7867.40398325758,0.1368421052631579
200,tanh,11,Momentum_with_cosine,Xavier,0.001,0.2924475073814392,7912.674951831431,0.16842105263157894
100,relu,8,Momentum_with_cosine,Xavier,0,0.5794063806533813,7993.933985140655,0.23157894736842105
300,sigmoid,5,SGD,small_random,0.001,0.10870084911584854,8008.101805965553,0.1368421052631579
300,tanh,11,SGD,small_random,0.0001,0.08737541735172272,8076.354246163646,0.3473684210526316
100,tanh,5,Adam_with_cosine,small_random,0.0001,0.45506274700164795,8095.338173254268,0.3263157894736842
300,tanh,8,Momentum_with_cosine,Xavier,0.0001,0.38623061776161194,8113.293478761998,0.18947368421052632
300,sigmoid,11,SGD,small_random,0.001,0.07609935104846954,8158.681710659682,0.30526315789473685
300,tanh,5,Adam_with_cosine,Xavier,0.0001,0.286038339138031,8174.586000640194,0.09473684210526316
100,tanh,5,Momentum_with_cosine,Xavier,0,0.4780502915382385,8207.091249742916,0.09473684210526316
100,relu,11,Momentum,small_random,0.001,0.08045587688684464,8220.376486759325,0.4105263157894737
300,sigmoid,5,SGD_with_cosine,Xavier,0,0.3060661256313324,8261.703943792201,0.06315789473684211
300,relu,11,SGD_with_cosine,Xavier,0.0001,0.5639667510986328,8276.290863367603,0.2736842105263158
200,sigmoid,5,SGD_with_cosine,small_random,0.0001,0.6179154515266418,8326.022382923928,0.28421052631578947
100,sigmoid,5,SGD_with_cosine,small_random,0,0.6212990283966064,8352.149033873276,0.1368421052631579
100,relu,11,Momentum_with_cosine,Xavier,0,0.28348609805107117,8386.113862235827,0.2736842105263158
200,tanh,8,Momentum,small_random,0,0.07175306975841522,8421.219646444235,0.24210526315789474
200,relu,11,SGD_with_cosine,Xavier,0.001,0.20538896322250366,8600.956807401062,0.15789473684210525
200,relu,8,SGD,small_random,0.001,0.08976653963327408,8630.593861665418,0.16842105263157894
300,tanh,11,Adam_with_cosine,small_random,0.001,0.7111884355545044,8677.798796509576,0.17894736842105263
100,sigmoid,11,SGD_with_cosine,small_random,0.0001,0.7903848886489868,8686.530008829837,0.06315789473684211
100,tanh,8,SGD,small_random,0.001,0.08682641386985779,8754.101570924286,0.5263157894736842
300,sigmoid,8,Momentum_with_cosine,Xavier,0.001,0.4441337287425995,8813.157589802571,0.05263157894736842
200,tanh,8,Adam_with_cosine,small_random,0.0001,0.469839483499527,8831.414861848047,0.21052631578947367
300,relu,5,Momentum_with_cosine,Xavier,0.0001,0.178144633769989,8936.481254791928,0.2631578947368421
300,relu,8,Adam,small_random,0.001,0.08113420754671097,8990.620426527958,0.2736842105263158
200,sigmoid,8,Adam_with_cosine,small_random,0.0001,0.6464459896087646,9011.622665537318,0.06315789473684211
300,sigmoid,8,SGD_with_cosine,Xavier,0.0001,0.3837677538394928,9024.099295786398,0.15789473684210525
200,sigmoid,8,Momentum_with_cosine,small_random,0.001,0.30470216274261475,9031.824469326712,0.18947368421052632
100,relu,8,SGD,small_random,0,0.12766270339488983,9079.441743561618,0.042105263157894736
300,tanh,11,Adam_with_cosine,Xavier,0.0001,0.8121838569641113,9201.87732115526,0.08421052631578947
100,tanh,11,Adam_with_cosine,small_random,0,0.6743065118789673,9276.73314422116,0.24210526315789474
300,sigmoid,5,Adam_with_cosine,small_random,0.0001,0.41348057985305786,9307.18775899307,0.09473684210526316
100,sigmoid,8,Adam,small_random,0.0001,0.0808711126446724,9467.23048719339,0.3157894736842105
100,sigmoid,8,Adam_with_cosine,small_random,0.001,0.49107640981674194,9478.132397981979,0.24210526315789474
100,tanh,11,SGD_with_cosine,Xavier,0.0001,0.31128644943237305,9563.94317912051,0.29473684210526313
100,sigmoid,11,Momentum_with_cosine,small_random,0,0.43924665451049805,9613.187088233448,0.10526315789473684
100,tanh,5,Adam,small_random,0,0.08135071396827698,9649.080773801797,0.2
300,tanh,11,SGD,small_random,0.001,0.07714343816041946,9779.92231701058,0.25263157894736843
200,sigmoid,5,Momentum_with_cosine,small_random,0.0001,0.236905038356781,9807.044642724877,0.021052631578947368
200,relu,5,Adam_with_cosine,Xavier,0.001,0.695022702217102,9814.39204923047,0.37894736842105264
300,relu,5,Adam,small_random,0.0001,0.05743689090013504,9870.051892263256,0.08421052631578947
300,relu,5,SGD,Xavier,0,0.06400106847286224,9989.115561726641,0.2631578947368421
200,tanh,5,SGD_with_cosine,Xavier,0.0001,0.5619094371795654,10133.324842455688,0.18947368421052632
100,tanh,5,Adam_with_cosine,Xavier,0.001,0.7033683657646179,10183.921841291907,0.18947368421052632
100,relu,8,SGD_with_cosine,small_random,0,0.49175262451171875,10263.53155934275,0.12631578947368421
100,tanh,5,SGD_with_cosine,Xavier,0.0001,0.6637303829193115,10287.012216330551,0.06315789473684211
100,tanh,8,SGD_with_cosine,Xavier,0,0.3180267810821533,10318.377583691516,0.05263157894736842
300,relu,5,SGD_with_cosine,Xavier,0.0001,0.5223560333251953,10328.25178690863,0.021052631578947368
200,tanh,8,SGD_with_cosine,small_random,0.001,0.629254162311554,10357.341915163452,0.17894736842105263
300,sigmoid,11,Adam_with_cosine,small_random,0.001,0.38126033544540405,10364.903376423868,0.05263157894736842
100,tanh,11,SGD_with_cosine,Xavier,0.001,0.48032400012016296,10435.94489237366,0.15789473684210525
300,sigmoid,5,SGD_with_cosine,Xavier,0.001,0.3473151922225952,10448.96867499634,0.021052631578947368
100,sigmoid,8,Momentum_with_cosine,small_random,0,0.5382844805717468,10507.308378448946,0.14736842105263157
300,sigmoid,11,SGD_with_cosine,small_random,0.001,0.3353422284126282,10595.155850814575,0.10526315789473684
300,relu,11,Adam,small_random,0.001,0.1045827716588974,10611.102479636329,0.2631578947368421
300,relu,8,Momentum_with_cosine,Xavier,0.0001,0.43844106793403625,10637.300859256193,0.05263157894736842
200,relu,8,Adam_with_cosine,Xavier,0.001,0.6520621180534363,10722.150662054702,0.021052631578947368
300,tanh,8,Momentum_with_cosine,Xavier,0.001,0.30104881525039673,10730.650654758958,0.21052631578947367
300,sigmoid,5,Adam_with_cosine,small_random,0,0.3797433376312256,10752.191612732064,0.08421052631578947
200,relu,11,SGD,Xavier,0,0.07006783038377762,10784.775618058211,0.5263157894736842
300,tanh,5,Momentum_with_cosine,Xavier,0,0.7521125674247742,10787.54813540861,0.0
200,tanh,8,Adam_with_cosine,Xavier,0.0001,0.40070927143096924,10904.418115239778,0.0
300,relu,8,Momentum_with_cosine,Xavier,0,0.8751528263092041,10980.24581327901,0.11578947368421053
