SLFN,SVRPolynomial,SVRRBF,SVRLinear,ARIMA
0.5150457620620728,0.4163672176990126,0.6564186190709701,0.5950122854476549,0.6275383703303367
0.4956302344799042,0.32647567306736863,0.6129765412890401,0.5870388245324651,0.6896002718711969
0.5004063248634338,0.3689833288385585,0.6465949375861691,0.6016770797857216,0.6819011926657772
0.5277873277664185,0.38050248062365083,0.6670491148315395,0.5921159706285073,0.6971493027381059
0.5336693525314331,0.31124144516487445,0.6070807679269051,0.6048754441499309,0.6943921712030927
0.5313721895217896,0.30106681635421034,0.5901438311561807,0.6022069897815279,0.6916476020998771
0.5290104150772095,0.28656941504648065,0.5646546883752929,0.5944134305045699,0.651976519077611
0.5199639797210693,0.16565587868177395,0.4567494691067503,0.5728383546636711,0.6645911880167672
0.4931238889694214,0.023035439534437263,0.39732820128250623,0.5727871377942064,0.6723505556469299
0.4766700863838196,-0.005423657485335631,0.429686217523889,0.5651515893032086,0.6731714839355221
0.4928804636001587,0.02811982250970574,0.46439437441514386,0.5348743346842069,0.6949819044870557
0.5064775347709656,0.07311105833810477,0.4920498461685733,0.5421795344394049,0.6704322672671131
0.5147966146469116,0.021089157106231327,0.4317078219614575,0.5294270110159363,0.6876298699453596
0.5075545310974121,-0.003715558109420758,0.43979978619691285,0.5417036765168302,0.7155957798930093
0.5269744396209717,-0.053162035856175016,0.4379203295201092,0.555871320367773,0.7487037655092936
0.5465736985206604,-0.04169622467344486,0.4531800443753592,0.5716276911106644,0.8621150404903063
0.6031380891799927,-0.013230241326968872,0.47243294834026905,0.6258207435427448,0.9006439560297689
0.6654042601585388,0.08989594515637195,0.526902532243482,0.6627192043877692,0.9092896499734728
0.6994802951812744,0.1404463792773159,0.5687840135495722,0.6804760910112388,0.9470337446865976
0.7229655981063843,0.1659343327849337,0.6032859128129396,0.7197359787793685,0.9354802022083196
